trade_id,trade_date,trade_time,Client_Type,Client_ID,stockSymbol,securityType,trade_action,quantity,price,brokerID
1144,16-09-2020,15:05:10,FIRM,50,WMT,EQUITY,BUY,1550,141.81,1
1143,16-09-2020,15:05:09,FIRM,50,WMT,EQUITY,SELL,1550,141.81,1
1142,16-09-2020,15:05:08,FIRM,50,WMT,EQUITY,BUY,1550,141.81,1
1141,16-09-2020,15:05:07,FIRM,50,WMT,EQUITY,BUY,1550,141.81,1
1140,16-09-2020,15:05:06,FIRM,50,WMT,EQUITY,BUY,1550,141.81,1
1139,16-09-2020,15:05:05,FIRM,50,FB,EQUITY,SELL,4300,271.13,2
1138,16-09-2020,15:05:04,FIRM,50,FB,EQUITY,BUY,4300,271.13,2
1137,16-09-2020,15:05:03,FIRM,50,FB,EQUITY,SELL,4300,271.13,2
1136,16-09-2020,15:05:02,FIRM,50,FB,EQUITY,SELL,4300,271.13,2
1135,16-09-2020,15:05:01,FIRM,50,FB,EQUITY,BUY,4300,271.13,2
1134,16-09-2020,15:05:00,FIRM,50,FB,EQUITY,SELL,4300,271.13,2
1133,16-09-2020,15:04:59,FIRM,50,FB,EQUITY,SELL,4300,271.13,2
1132,16-09-2020,15:04:58,FIRM,50,FB,EQUITY,BUY,4300,271.13,2
1131,16-09-2020,15:04:57,FIRM,50,FB,EQUITY,SELL,4300,271.13,2
1130,16-09-2020,15:04:55,FIRM,50,FB,EQUITY,SELL,4300,271.13,2
1129,16-09-2020,15:04:54,FIRM,50,AAPL,EQUITY,SELL,1250,114.25,3
1128,16-09-2020,15:04:53,FIRM,50,AAPL,EQUITY,SELL,1250,114.25,3
1127,16-09-2020,15:04:52,FIRM,50,AAPL,EQUITY,BUY,1250,114.25,3
1126,16-09-2020,15:04:51,FIRM,50,AAPL,EQUITY,SELL,1250,114.25,3
1125,16-09-2020,15:04:50,FIRM,50,AAPL,EQUITY,SELL,1250,114.25,3
1124,16-09-2020,15:04:49,FIRM,50,AAPL,EQUITY,BUY,1250,114.25,3
1123,16-09-2020,15:04:48,FIRM,50,AAPL,EQUITY,BUY,1250,114.25,3
1122,16-09-2020,15:04:47,FIRM,50,AAPL,EQUITY,BUY,1250,114.25,3
1121,16-09-2020,15:04:46,FIRM,50,AAPL,EQUITY,SELL,1250,114.25,3
1120,16-09-2020,15:04:45,FIRM,50,AAPL,EQUITY,SELL,1250,114.25,3
1119,16-09-2020,15:04:44,FIRM,50,AAPL,EQUITY,SELL,1200,114.72,5
1118,16-09-2020,15:04:43,FIRM,50,AAPL,EQUITY,BUY,1200,114.72,5
1117,16-09-2020,15:04:42,FIRM,50,AAPL,EQUITY,SELL,1200,114.72,5
1116,16-09-2020,15:04:41,FIRM,50,AAPL,EQUITY,SELL,1200,114.72,5
1115,16-09-2020,15:04:40,FIRM,50,AAPL,EQUITY,BUY,1200,114.72,5
1114,16-09-2020,15:04:39,FIRM,50,AAPL,EQUITY,SELL,1200,114.72,5
1113,16-09-2020,15:04:38,FIRM,50,AAPL,EQUITY,SELL,1200,114.72,5
1112,16-09-2020,15:04:37,FIRM,50,AAPL,EQUITY,BUY,1200,114.72,5
1111,16-09-2020,15:04:36,FIRM,50,AAPL,EQUITY,BUY,1200,114.72,5
1110,16-09-2020,15:04:35,FIRM,50,AAPL,EQUITY,SELL,1200,114.72,5
1109,16-09-2020,15:04:34,FIRM,50,WMT,EQUITY,BUY,2950,141.72,5
1108,16-09-2020,15:04:33,FIRM,50,WMT,EQUITY,BUY,2950,141.72,5
1107,16-09-2020,15:04:32,FIRM,50,WMT,EQUITY,SELL,2950,141.72,5
1106,16-09-2020,15:04:31,FIRM,50,WMT,EQUITY,SELL,2950,141.72,5
1105,16-09-2020,15:04:30,FIRM,50,WMT,EQUITY,BUY,2950,141.72,5
1104,16-09-2020,15:04:29,FIRM,50,WMT,EQUITY,BUY,2950,141.72,5
1103,16-09-2020,15:04:28,FIRM,50,WMT,EQUITY,BUY,2950,141.72,5
1102,16-09-2020,15:04:27,FIRM,50,WMT,EQUITY,SELL,2950,141.72,5
1101,16-09-2020,15:04:26,FIRM,50,WMT,EQUITY,BUY,2950,141.72,5
1100,16-09-2020,15:04:25,FIRM,50,WMT,EQUITY,BUY,2950,141.72,5
1099,16-09-2020,15:04:24,FIRM,50,AAPL,EQUITY,SELL,4900,114.04,4
1098,16-09-2020,15:04:22,FIRM,50,AAPL,EQUITY,BUY,4900,114.04,4
1097,16-09-2020,15:04:21,FIRM,50,AAPL,EQUITY,BUY,4900,114.04,4
1096,16-09-2020,15:04:20,FIRM,50,AAPL,EQUITY,BUY,4900,114.04,4
1095,16-09-2020,15:04:19,FIRM,50,AAPL,EQUITY,BUY,4900,114.04,4
1094,16-09-2020,15:04:18,FIRM,50,AAPL,EQUITY,BUY,4900,114.04,4
1093,16-09-2020,15:04:17,FIRM,50,AAPL,EQUITY,SELL,4900,114.04,4
1092,16-09-2020,15:04:16,FIRM,50,AAPL,EQUITY,BUY,4900,114.04,4
1091,16-09-2020,15:04:15,FIRM,50,AAPL,EQUITY,BUY,4900,114.04,4
1090,16-09-2020,15:04:14,FIRM,50,AAPL,EQUITY,BUY,4900,114.04,4
1089,16-09-2020,15:04:13,FIRM,50,AAPL,EQUITY,BUY,3950,113.06,3
1088,16-09-2020,15:04:12,FIRM,50,AAPL,EQUITY,SELL,3950,113.06,3
1087,16-09-2020,15:04:11,FIRM,50,AAPL,EQUITY,BUY,3950,113.06,3
1086,16-09-2020,15:04:10,FIRM,50,AAPL,EQUITY,BUY,3950,113.06,3
1085,16-09-2020,15:04:09,FIRM,50,AAPL,EQUITY,SELL,3950,113.06,3
1084,16-09-2020,15:04:08,FIRM,50,AAPL,EQUITY,SELL,3950,113.06,3
1083,16-09-2020,15:04:07,FIRM,50,AAPL,EQUITY,SELL,3950,113.06,3
1082,16-09-2020,15:04:06,FIRM,50,AAPL,EQUITY,SELL,3950,113.06,3
1081,16-09-2020,15:04:05,FIRM,50,AAPL,EQUITY,SELL,3950,113.06,3
1080,16-09-2020,15:04:04,FIRM,50,AAPL,EQUITY,BUY,3950,113.06,3
1079,16-09-2020,15:04:03,FIRM,50,AAPL,EQUITY,SELL,3300,114.45,4
1078,16-09-2020,15:04:02,FIRM,50,AAPL,EQUITY,BUY,3300,114.45,4
1077,16-09-2020,15:04:01,FIRM,50,AAPL,EQUITY,SELL,3300,114.45,4
1076,16-09-2020,15:04:00,FIRM,50,AAPL,EQUITY,BUY,3300,114.45,4
1075,16-09-2020,15:03:59,FIRM,50,AAPL,EQUITY,BUY,3300,114.45,4
1074,16-09-2020,15:03:58,FIRM,50,AAPL,EQUITY,BUY,3300,114.45,4
1073,16-09-2020,15:03:57,FIRM,50,AAPL,EQUITY,SELL,3300,114.45,4
1072,16-09-2020,15:03:56,FIRM,50,AAPL,EQUITY,BUY,3300,114.45,4
1071,16-09-2020,15:03:55,FIRM,50,AAPL,EQUITY,SELL,3300,114.45,4
1070,16-09-2020,15:03:54,FIRM,50,AAPL,EQUITY,BUY,3300,114.45,4
1069,16-09-2020,15:03:53,FIRM,50,AAPL,EQUITY,BUY,350,114.33,2
1068,16-09-2020,15:03:52,FIRM,50,AAPL,EQUITY,BUY,350,114.33,2
1067,16-09-2020,15:03:51,FIRM,50,AAPL,EQUITY,SELL,350,114.33,2
1066,16-09-2020,15:03:50,FIRM,50,AAPL,EQUITY,BUY,350,114.33,2
1065,16-09-2020,15:03:49,FIRM,50,AAPL,EQUITY,BUY,350,114.33,2
1064,16-09-2020,15:03:48,FIRM,50,AAPL,EQUITY,BUY,350,114.33,2
1063,16-09-2020,15:03:47,FIRM,50,AAPL,EQUITY,BUY,350,114.33,2
1062,16-09-2020,15:03:46,FIRM,50,AAPL,EQUITY,SELL,350,114.33,2
1061,16-09-2020,15:03:45,FIRM,50,AAPL,EQUITY,BUY,350,114.33,2
1060,16-09-2020,15:03:43,FIRM,50,AAPL,EQUITY,SELL,350,114.33,2
1059,16-09-2020,15:03:42,FIRM,50,AAPL,EQUITY,BUY,2550,115.95,4
1058,16-09-2020,15:03:41,FIRM,50,AAPL,EQUITY,BUY,2550,115.95,4
1057,16-09-2020,15:03:40,FIRM,50,AAPL,EQUITY,SELL,2550,115.95,4
1056,16-09-2020,15:03:39,FIRM,50,AAPL,EQUITY,SELL,2550,115.95,4
1055,16-09-2020,15:03:38,FIRM,50,AAPL,EQUITY,SELL,2550,115.95,4
1054,16-09-2020,15:03:37,FIRM,50,AAPL,EQUITY,BUY,2550,115.95,4
1053,16-09-2020,15:03:36,FIRM,50,AAPL,EQUITY,BUY,2550,115.95,4
1052,16-09-2020,15:03:35,FIRM,50,AAPL,EQUITY,BUY,2550,115.95,4
1051,16-09-2020,15:03:34,FIRM,50,AAPL,EQUITY,SELL,2550,115.95,4
1050,16-09-2020,15:03:33,FIRM,50,AAPL,EQUITY,SELL,2550,115.95,4
1049,16-09-2020,15:03:32,FIRM,50,AAPL,EQUITY,BUY,150,113.08,2
1048,16-09-2020,15:03:31,FIRM,50,AAPL,EQUITY,SELL,150,113.08,2
1047,16-09-2020,15:03:30,FIRM,50,AAPL,EQUITY,SELL,150,113.08,2
1046,16-09-2020,15:03:29,FIRM,50,AAPL,EQUITY,BUY,150,113.08,2
1045,16-09-2020,15:03:28,FIRM,50,AAPL,EQUITY,SELL,150,113.08,2
1044,16-09-2020,15:03:27,FIRM,50,AAPL,EQUITY,BUY,150,113.08,2
1043,16-09-2020,15:03:26,FIRM,50,AAPL,EQUITY,BUY,150,113.08,2
1042,16-09-2020,15:03:25,FIRM,50,AAPL,EQUITY,BUY,150,113.08,2
1041,16-09-2020,15:03:24,FIRM,50,AAPL,EQUITY,SELL,150,113.08,2
1040,16-09-2020,15:03:23,FIRM,50,AAPL,EQUITY,BUY,150,113.08,2
1039,16-09-2020,15:03:22,FIRM,50,AAPL,EQUITY,BUY,4050,115.67,4
1038,16-09-2020,15:03:21,FIRM,50,AAPL,EQUITY,SELL,4050,115.67,4
1037,16-09-2020,15:03:20,FIRM,50,AAPL,EQUITY,BUY,4050,115.67,4
1036,16-09-2020,15:03:19,FIRM,50,AAPL,EQUITY,BUY,4050,115.67,4
1035,16-09-2020,15:03:18,FIRM,50,AAPL,EQUITY,BUY,4050,115.67,4
1034,16-09-2020,15:03:17,FIRM,50,AAPL,EQUITY,BUY,4050,115.67,4
1033,16-09-2020,15:03:16,FIRM,50,AAPL,EQUITY,BUY,4050,115.67,4
1032,16-09-2020,15:03:15,FIRM,50,AAPL,EQUITY,SELL,4050,115.67,4
1031,16-09-2020,15:03:14,FIRM,50,AAPL,EQUITY,BUY,4050,115.67,4
1030,16-09-2020,15:03:13,FIRM,50,AAPL,EQUITY,SELL,4050,115.67,4
1029,16-09-2020,15:03:12,FIRM,50,AAPL,EQUITY,SELL,850,113.77,5
1028,16-09-2020,15:03:11,FIRM,50,AAPL,EQUITY,BUY,850,113.77,5
1027,16-09-2020,15:03:10,FIRM,50,AAPL,EQUITY,BUY,850,113.77,5
1026,16-09-2020,15:03:09,FIRM,50,AAPL,EQUITY,SELL,850,113.77,5
1025,16-09-2020,15:03:08,FIRM,50,AAPL,EQUITY,SELL,850,113.77,5
1024,16-09-2020,15:03:07,FIRM,50,AAPL,EQUITY,SELL,850,113.77,5
1023,16-09-2020,15:03:06,FIRM,50,AAPL,EQUITY,SELL,850,113.77,5
1022,16-09-2020,15:03:05,FIRM,50,AAPL,EQUITY,SELL,850,113.77,5
1021,16-09-2020,15:03:04,FIRM,50,AAPL,EQUITY,BUY,850,113.77,5
1020,16-09-2020,15:03:02,FIRM,50,AAPL,EQUITY,SELL,850,113.77,5
1019,16-09-2020,15:03:01,FIRM,50,AAPL,EQUITY,SELL,3450,115.35,1
1018,16-09-2020,15:03:00,FIRM,50,AAPL,EQUITY,SELL,3450,115.35,1
1017,16-09-2020,15:02:59,FIRM,50,AAPL,EQUITY,BUY,3450,115.35,1
1016,16-09-2020,15:02:58,FIRM,50,AAPL,EQUITY,BUY,3450,115.35,1
1015,16-09-2020,15:02:57,FIRM,50,AAPL,EQUITY,SELL,3450,115.35,1
1014,16-09-2020,15:02:56,FIRM,50,AAPL,EQUITY,BUY,3450,115.35,1
1013,16-09-2020,15:02:55,FIRM,50,AAPL,EQUITY,SELL,3450,115.35,1
1012,16-09-2020,15:02:54,FIRM,50,AAPL,EQUITY,SELL,3450,115.35,1
1011,16-09-2020,15:02:53,FIRM,50,AAPL,EQUITY,SELL,3450,115.35,1
1010,16-09-2020,15:02:52,FIRM,50,AAPL,EQUITY,SELL,3450,115.35,1
1009,16-09-2020,15:02:51,FIRM,50,WMT,EQUITY,BUY,2500,140.62,1
1008,16-09-2020,15:02:50,FIRM,50,WMT,EQUITY,BUY,2500,140.62,1
1007,16-09-2020,15:02:49,FIRM,50,WMT,EQUITY,BUY,2500,140.62,1
1006,16-09-2020,15:02:48,FIRM,50,WMT,EQUITY,BUY,2500,140.62,1
1005,16-09-2020,15:02:47,FIRM,50,WMT,EQUITY,BUY,2500,140.62,1
1004,16-09-2020,15:02:46,FIRM,50,WMT,EQUITY,SELL,2500,140.62,1
1003,16-09-2020,15:02:45,FIRM,50,WMT,EQUITY,BUY,2500,140.62,1
1002,16-09-2020,15:02:44,FIRM,50,WMT,EQUITY,BUY,2500,140.62,1
1001,16-09-2020,15:02:43,FIRM,50,WMT,EQUITY,SELL,2500,140.62,1
1000,16-09-2020,15:02:41,FIRM,50,WMT,EQUITY,BUY,2500,140.62,1
999,15-09-2020,13:03:22,FIRM,50,AAPL,EQUITY,BUY,4050,115.67,4
998,15-09-2020,13:03:24,FIRM,50,AAPL,EQUITY,SELL,4050,115.67,4
997,15-09-2020,13:03:26,FIRM,50,AAPL,EQUITY,BUY,4050,115.67,4
996,15-09-2020,13:03:28,FIRM,50,AAPL,EQUITY,SELL,4050,115.67,4
995,15-09-2020,13:03:32,FIRM,50,AAPL,EQUITY,BUY,4050,115.67,4
994,15-09-2020,13:03:36,FIRM,50,AAPL,EQUITY,SELL,4050,115.67,4
993,15-09-2020,13:03:39,FIRM,50,AAPL,EQUITY,BUY,4050,115.67,4
992,15-09-2020,13:03:41,FIRM,50,AAPL,EQUITY,SELL,4050,115.67,4
991,15-09-2020,13:03:45,FIRM,50,AAPL,EQUITY,BUY,4050,115.67,4
990,15-09-2020,13:03:52,FIRM,50,AAPL,EQUITY,SELL,4050,115.67,4
